January 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-075,"Powder River County",26.1,107,7.9,18.2
MT-077,"Powell County",25.7,115,7.4,18.3
MT-079,"Prairie County",21.7,98,7.8,13.9
MT-081,"Ravalli County",26.5,113,6.3,20.2
MT-083,"Richland County",16.9,94,7.1,9.8
MT-085,"Roosevelt County",14.8,93,7.1,7.7
MT-087,"Rosebud County",23.8,91,6.7,17.1
MT-089,"Sanders County",29.2,116,7.2,22
MT-091,"Sheridan County",13.0,94,7.1,5.9
MT-093,"Silver Bow County",25.8,112,7.1,18.7
MT-095,"Stillwater County",28.0,108,6.7,21.3
MT-097,"Sweet Grass County",28.5,108,6.7,21.8
MT-099,"Teton County",25.0,92,6.5,18.5
MT-101,"Toole County",19.7,78,4.9,14.8
MT-103,"Treasure County",24.9,90,6.8,18.1
MT-105,"Valley County",14.5,87,5.7,8.8
MT-107,"Wheatland County",27.1,95,6.3,20.8
MT-109,"Wibaux County",19.5,92,6.5,13
MT-111,"Yellowstone County",27.2,90,6.4,20.8
NE-001,"Adams County",27.6,96,4.7,22.9
NE-003,"Antelope County",22.8,87,3.6,19.2
NE-005,"Arthur County",29.6,117,6.8,22.8
NE-007,"Banner County",32.4,119,7.3,25.1
NE-009,"Blaine County",26.7,94,4.7,22
NE-011,"Boone County",23.8,87,4.1,19.7
NE-013,"Box Butte County",29.5,115,6.5,23
NE-015,"Boyd County",21.2,70,2.2,19
NE-017,"Brown County",25.8,95,4.8,21
NE-019,"Buffalo County",27.0,93,4.7,22.3
NE-021,"Burt County",23.8,97,4.7,19.1
NE-023,"Butler County",24.6,87,3.5,21.1
NE-025,"Cass County",26.4,96,4.5,21.9
NE-027,"Cedar County",21.8,86,4.3,17.5
NE-029,"Chase County",31.6,112,6.2,25.4
NE-031,"Cherry County",27.3,103,6.3,21
NE-033,"Cheyenne County",31.9,121,6.8,25.1
NE-035,"Clay County",27.4,98,4.7,22.7
NE-037,"Colfax County",24.2,93,4.1,20.1
NE-039,"Cuming County",23.3,93,4.3,19
NE-041,"Custer County",26.7,94,4.7,22
NE-043,"Dakota County",22.3,95,4.6,17.7
NE-045,"Dawes County",29.6,115,7.0,22.6
NE-047,"Dawson County",28.5,98,5.0,23.5
NE-049,"Deuel County",30.7,111,5.7,25
NE-051,"Dixon County",21.7,91,4.0,17.7
NE-053,"Dodge County",24.5,94,4.4,20.1
NE-055,"Douglas County",25.8,98,4.9,20.9
NE-057,"Dundy County",32.5,117,6.0,26.5
NE-059,"Fillmore County",26.5,92,3.9,22.6
NE-061,"Franklin County",29.4,98,5.2,24.2
NE-063,"Frontier County",30.7,110,6.2,24.5
NE-065,"Furnas County",30.1,97,5.0,25.1
NE-067,"Gage County",26.7,92,3.4,23.3
NE-069,"Garden County",29.4,113,6.2,23.2
NE-071,"Garfield County",23.8,81,3.8,20
NE-073,"Gosper County",29.4,99,5.1,24.3
NE-075,"Grant County",27.8,103,6.0,21.8
NE-077,"Greeley County",24.4,86,4.0,20.4
NE-079,"Hall County",26.8,95,4.6,22.2
NE-081,"Hamilton County",26.8,98,4.5,22.3
NE-083,"Harlan County",30.0,100,5.2,24.8
NE-085,"Hayes County",31.0,110,6.0,25
NE-087,"Hitchcock County",32.0,114,6.0,26
NE-089,"Holt County",21.9,72,2.6,19.3
NE-091,"Hooker County",27.2,93,5.1,22.1
NE-093,"Howard County",25.7,90,4.1,21.6
NE-095,"Jefferson County",26.6,89,3.2,23.4
NE-097,"Johnson County",27.1,95,4.0,23.1
NE-099,"Kearney County",28.2,99,5.2,23
NE-101,"Keith County",30.8,118,6.6,24.2
NE-103,"Keya Paha County",24.1,85,4.4,19.7
NE-105,"Kimball County",31.6,120,6.8,24.8
NE-107,"Knox County",22.0,84,3.5,18.5
NE-109,"Lancaster County",26.4,95,4.2,22.2
NE-111,"Lincoln County",29.7,107,6.0,23.7
NE-113,"Logan County",27.8,94,5.1,22.7
NE-115,"Loup County",24.9,84,4.2,20.7
NE-117,"McPherson County",28.6,104,5.9,22.7
NE-119,"Madison County",23.5,88,4.2,19.3
NE-121,"Merrick County",25.9,94,4.3,21.6
NE-123,"Morrill County",30.8,117,6.7,24.1
NE-125,"Nance County",24.7,89,4.0,20.7
NE-127,"Nemaha County",27.8,95,4.1,23.7
NE-129,"Nuckolls County",28.5,101,5.2,23.3
NE-131,"Otoe County",26.8,96,4.1,22.7
NE-133,"Pawnee County",27.8,99,4.2,23.6
NE-135,"Perkins County",31.0,114,6.3,24.7
NE-137,"Phelps County",28.6,99,5.0,23.6
NE-139,"Pierce County",22.7,90,4.2,18.5
NE-141,"Platte County",24.1,91,4.1,20
NE-143,"Polk County",25.2,90,3.9,21.3
NE-145,"Red Willow County",31.6,110,6.2,25.4
NE-147,"Richardson County",28.5,99,4.4,24.1
NE-149,"Rock County",23.6,82,3.7,19.9
NE-151,"Saline County",26.0,90,3.4,22.6
NE-153,"Sarpy County",26.1,98,4.6,21.5
NE-155,"Saunders County",25.6,94,4.4,21.2
NE-157,"Scotts Bluff County",32.2,119,7.4,24.8
NE-159,"Seward County",25.4,89,3.3,22.1
NE-161,"Sheridan County",28.2,112,6.9,21.3
NE-163,"Sherman County",25.6,88,4.2,21.4
NE-165,"Sioux County",28.5,112,6.3,22.2
NE-167,"Stanton County",23.6,91,4.3,19.3
NE-169,"Thayer County",27.8,98,4.5,23.3
NE-171,"Thomas County",27.4,95,4.8,22.6
NE-173,"Thurston County",22.9,95,4.6,18.3
NE-175,"Valley County",24.7,86,4.0,20.7
NE-177,"Washington County",25.1,98,4.9,20.2
NE-179,"Wayne County",22.8,93,4.4,18.4
NE-181,"Webster County",28.8,99,5.2,23.6
NE-183,"Wheeler County",23.5,83,3.8,19.7
NE-185,"York County",25.9,92,3.6,22.3
NV-001,"Churchill County",37.3,121,6.9,30.4
NV-003,"Clark County",46.5,99,3.1,43.4
NV-005,"Douglas County",36.0,112,4.8,31.2
NV-007,"Elko County",29.6,110,5.0,24.6
NV-009,"Esmeralda County",37.3,119,6.1,31.2
NV-011,"Eureka County",32.0,117,6.7,25.3
NV-013,"Humboldt County",34.1,114,5.6,28.5
NV-015,"Lander County",34.5,118,6.9,27.6
NV-017,"Lincoln County",38.4,105,4.0,34.4
NV-019,"Lyon County",37.2,121,5.9,31.3
NV-021,"Mineral County",36.5,121,6.6,29.9
NV-023,"Nye County",36.1,116,5.2,30.9
NV-027,"Pershing County",36.7,120,6.9,29.8
NV-029,"Storey County",37.1,117,5.4,31.7
NV-031,"Washoe County",34.9,114,5.2,29.7
NV-033,"White Pine County",30.6,110,5.0,25.6
NV-510,"Carson City",37.0,115,5.3,31.7
NH-001,"Belknap County",25.8,117,7.1,18.7
NH-003,"Carroll County",24.6,120,7.7,16.9
NH-005,"Cheshire County",27.6,119,8.2,19.4
NH-007,"Coos County",20.8,118,8.8,12
NH-009,"Grafton County",23.2,118,8.1,15.1
NH-011,"Hillsborough County",29.2,121,8.2,21
NH-013,"Merrimack County",26.7,118,7.6,19.1
NH-015,"Rockingham County",29.9,118,7.4,22.5
NH-017,"Strafford County",27.5,115,6.6,20.9
NH-019,"Sullivan County",25.7,118,8.3,17.4
NJ-001,"Atlantic County",39.2,118,7.3,31.9
NJ-003,"Bergen County",36.6,120,8.2,28.4
NJ-005,"Burlington County",38.9,118,7.4,31.5
NJ-007,"Camden County",39.2,118,7.6,31.6
NJ-009,"Cape May County",39.8,116,6.9,32.9
NJ-011,"Cumberland County",38.9,116,7.0,31.9
NJ-013,"Essex County",37.3,121,8.4,28.9
NJ-015,"Gloucester County",38.9,118,7.2,31.7
NJ-017,"Hudson County",38.9,119,8.2,30.7
NJ-019,"Hunterdon County",35.4,121,8.4,27
NJ-021,"Mercer County",37.4,117,7.6,29.8
NJ-023,"Middlesex County",38.0,119,8.1,29.9
NJ-025,"Monmouth County",38.1,119,7.6,30.5
NJ-027,"Morris County",34.3,119,8.0,26.3
NJ-029,"Ocean County",38.5,118,7.2,31.3
NJ-031,"Passaic County",34.3,119,7.9,26.4
NJ-033,"Salem County",38.8,116,6.9,31.9
NJ-035,"Somerset County",36.6,121,8.3,28.3
NJ-037,"Sussex County",32.1,117,7.6,24.5
NJ-039,"Union County",38.0,122,8.4,29.6
NJ-041,"Warren County",33.2,119,8.0,25.2
NM-001,"Bernalillo County",35.6,101,3.4,32.2
NM-003,"Catron County",33.2,97,2.9,30.3
NM-005,"Chaves County",43.8,116,5.0,38.8
NM-006,"Cibola County",31.4,84,2.4,29
NM-007,"Colfax County",30.6,92,2.6,28
NM-009,"Curry County",40.1,111,4.7,35.4
NM-011,"De Baca County",42.5,117,5.7,36.8
NM-013,"Dona Ana County",44.0,103,2.9,41.1
NM-015,"Eddy County",45.8,109,4.3,41.5
NM-017,"Grant County",40.9,110,3.2,37.7
NM-019,"Guadalupe County",39.4,108,4.6,34.8
NM-021,"Harding County",36.6,104,3.5,33.1
NM-023,"Hidalgo County",43.8,102,2.9,40.9
NM-025,"Lea County",44.5,112,4.5,40
NM-027,"Lincoln County",39.3,109,3.7,35.6
NM-028,"Los Alamos County",28.6,82,1.8,26.8
NM-029,"Luna County",43.3,93,2.2,41.1
NM-031,"McKinley County",30.9,92,3.0,27.9
NM-033,"Mora County",32.4,103,3.7,28.7
NM-035,"Otero County",41.5,95,2.8,38.7
NM-037,"Quay County",40.1,105,4.1,36
NM-039,"Rio Arriba County",26.1,91,2.5,23.6
NM-041,"Roosevelt County",41.3,113,4.8,36.5
NM-043,"Sandoval County",31.1,87,2.3,28.8
NM-045,"San Juan County",31.0,90,3.0,28
NM-047,"San Miguel County",36.7,103,3.7,33
NM-049,"Santa Fe County",31.8,90,2.8,29
NM-051,"Sierra County",41.1,101,2.8,38.3
NM-053,"Socorro County",37.1,102,3.1,34
NM-055,"Taos County",24.8,90,2.7,22.1
NM-057,"Torrance County",35.4,111,4.8,30.6
NM-059,"Union County",34.7,98,3.0,31.7
NM-061,"Valencia County",37.1,99,3.4,33.7
NY-001,"Albany County",29.4,116,7.9,21.5
NY-003,"Allegany County",28.6,114,7.1,21.5
NY-005,"Bronx County",38.8,119,8.2,30.6
NY-007,"Broome County",28.9,115,6.9,22
NY-009,"Cattaraugus County",28.4,113,6.9,21.5
NY-011,"Cayuga County",29.2,115,7.0,22.2
NY-013,"Chautauqua County",29.8,116,7.2,22.6
NY-015,"Chemung County",30.0,117,7.7,22.3
NY-017,"Chenango County",28.0,116,7.6,20.4
NY-019,"Clinton County",22.7,117,7.9,14.8
NY-021,"Columbia County",30.8,118,8.0,22.8
NY-023,"Cortland County",27.5,116,7.3,20.2
NY-025,"Delaware County",27.7,117,7.3,20.4
NY-027,"Dutchess County",32.0,117,8.2,23.8
NY-029,"Erie County",30.7,118,7.8,22.9
NY-031,"Essex County",22.4,116,8.0,14.4
NY-033,"Franklin County",22.2,117,9.0,13.2
NY-035,"Fulton County",25.8,115,7.6,18.2
NY-037,"Genesee County",29.7,116,7.4,22.3
NY-039,"Greene County",28.7,115,7.3,21.4
NY-041,"Hamilton County",22.4,116,8.2,14.2
NY-043,"Herkimer County",24.0,115,8.0,16
NY-045,"Jefferson County",26.1,118,9.3,16.8
NY-047,"Kings County",39.3,117,7.9,31.4
NY-049,"Lewis County",23.8,116,9.0,14.8
NY-051,"Livingston County",30.6,118,7.9,22.7
NY-053,"Madison County",27.6,116,8.2,19.4
NY-055,"Monroe County",30.7,117,7.5,23.2
NY-057,"Montgomery County",27.6,116,7.1,20.5
NY-059,"Nassau County",38.4,118,7.8,30.6
NY-061,"New York County",39.1,119,8.2,30.9
NY-063,"Niagara County",31.1,118,7.4,23.7
NY-065,"Oneida County",26.7,116,8.3,18.4
NY-067,"Onondaga County",29.0,117,7.7,21.3
NY-069,"Ontario County",30.0,117,7.4,22.6
NY-071,"Orange County",32.2,117,7.8,24.4
NY-073,"Orleans County",29.9,116,6.8,23.1
NY-075,"Oswego County",27.9,117,8.0,19.9
NY-077,"Otsego County",26.8,115,6.8,20
NY-079,"Putnam County",32.8,117,8.0,24.8
NY-081,"Queens County",38.9,117,7.8,31.1
NY-083,"Rensselaer County",29.3,117,8.5,20.8
NY-085,"Richmond County",39.1,119,8.1,31
NY-087,"Rockland County",34.7,118,8.0,26.7
NY-089,"St. Lawrence County",23.6,118,9.4,14.2
NY-091,"Saratoga County",27.5,118,8.4,19.1
NY-093,"Schenectady County",28.5,116,8.0,20.5
NY-095,"Schoharie County",26.9,114,6.6,20.3
NY-097,"Schuyler County",29.3,116,7.6,21.7
NY-099,"Seneca County",30.1,115,6.9,23.2
NY-101,"Steuben County",29.3,117,7.6,21.7
NY-103,"Suffolk County",36.9,118,7.3,29.6
NY-105,"Sullivan County",29.6,117,7.8,21.8
NY-107,"Tioga County",29.2,116,6.9,22.3
NY-109,"Tompkins County",28.6,116,6.9,21.7
NY-111,"Ulster County",30.3,117,7.8,22.5
NY-113,"Warren County",24.5,116,8.2,16.3
NY-115,"Washington County",26.9,116,8.4,18.5
NY-117,"Wayne County",29.5,114,6.6,22.9
NY-119,"Westchester County",35.3,117,8.0,27.3
NY-121,"Wyoming County",28.8,118,7.8,21
NY-123,"Yates County",30.0,116,7.6,22.4
NC-001,"Alamance County",44.8,115,5.8,39
NC-003,"Alexander County",43.3,115,5.2,38.1
NC-005,"Alleghany County",38.2,113,6.0,32.2
NC-007,"Anson County",47.9,113,5.9,42
NC-009,"Ashe County",37.2,112,5.5,31.7
NC-011,"Avery County",36.6,109,5.2,31.4
NC-013,"Beaufort County",50.1,120,7.0,43.1
NC-015,"Bertie County",47.8,119,7.1,40.7
NC-017,"Bladen County",50.1,118,6.2,43.9
NC-019,"Brunswick County",51.9,120,6.4,45.5
NC-021,"Buncombe County",40.0,109,4.8,35.2
NC-023,"Burke County",43.0,113,5.0,38
NC-025,"Cabarrus County",46.1,114,5.8,40.3
NC-027,"Caldwell County",42.7,112,5.0,37.7
NC-029,"Camden County",48.0,120,7.3,40.7
NC-031,"Carteret County",51.5,119,6.2,45.3
NC-033,"Caswell County",43.4,113,5.2,38.2
NC-035,"Catawba County",43.9,114,5.2,38.7
NC-037,"Chatham County",46.2,114,6.0,40.2
NC-039,"Cherokee County",41.3,101,3.9,37.4
NC-041,"Chowan County",48.5,120,7.4,41.1
NC-043,"Clay County",41.1,107,4.7,36.4
NC-045,"Cleveland County",44.6,113,5.1,39.5
NC-047,"Columbus County",51.0,119,6.2,44.8
NC-049,"Craven County",50.4,119,6.7,43.7
NC-051,"Cumberland County",49.4,118,6.7,42.7
NC-053,"Currituck County",48.1,120,7.1,41
NC-055,"Dare County",50.0,119,6.5,43.5
NC-057,"Davidson County",44.4,115,5.8,38.6
NC-059,"Davie County",44.0,116,6.3,37.7
NC-061,"Duplin County",49.4,118,6.1,43.3
NC-063,"Durham County",45.0,115,5.9,39.1
NC-065,"Edgecombe County",47.1,118,6.5,40.6
NC-067,"Forsyth County",43.4,116,6.0,37.4
NC-069,"Franklin County",45.7,117,6.8,38.9
NC-071,"Gaston County",46.0,116,6.1,39.9
NC-073,"Gates County",46.6,117,6.6,40
NC-075,"Graham County",39.7,105,4.2,35.5
NC-077,"Granville County",43.9,114,5.9,38
NC-079,"Greene County",48.6,117,6.6,42
NC-081,"Guilford County",44.1,115,5.9,38.2
NC-083,"Halifax County",45.7,116,6.4,39.3
NC-085,"Harnett County",48.1,117,6.4,41.7
NC-087,"Haywood County",37.4,107,4.4,33
NC-089,"Henderson County",41.1,108,4.4,36.7
NC-091,"Hertford County",46.3,116,6.3,40
NC-093,"Hoke County",49.0,118,6.8,42.2
NC-095,"Hyde County",51.1,121,7.0,44.1
NC-097,"Iredell County",44.3,117,6.1,38.2
NC-099,"Jackson County",38.8,106,4.2,34.6
NC-101,"Johnston County",48.0,118,6.6,41.4
NC-103,"Jones County",50.1,119,6.7,43.4
NC-105,"Lee County",47.2,116,6.3,40.9
NC-107,"Lenoir County",49.2,117,6.6,42.6
NC-109,"Lincoln County",44.7,114,5.5,39.2
NC-111,"McDowell County",42.5,112,5.3,37.2
NC-113,"Macon County",40.2,107,4.6,35.6
NC-115,"Madison County",40.6,110,5.3,35.3
NC-117,"Martin County",48.4,119,7.1,41.3
NC-119,"Mecklenburg County",46.5,115,6.0,40.5
NC-121,"Mitchell County",37.8,110,5.1,32.7
NC-123,"Montgomery County",47.1,116,6.1,41
NC-125,"Moore County",47.8,117,6.6,41.2
NC-127,"Nash County",46.3,117,6.7,39.6
NC-129,"New Hanover County",51.6,119,6.2,45.4
NC-131,"Northampton County",45.5,116,6.3,39.2
NC-133,"Onslow County",50.9,119,6.5,44.4
NC-135,"Orange County",44.6,114,5.7,38.9
NC-137,"Pamlico County",51.1,120,6.6,44.5
NC-139,"Pasquotank County",48.4,121,7.5,40.9
NC-141,"Pender County",50.5,117,6.0,44.5
NC-143,"Perquimans County",48.4,120,7.4,41
NC-145,"Person County",43.0,113,5.3,37.7
NC-147,"Pitt County",48.7,118,6.7,42
NC-149,"Polk County",44.3,110,4.5,39.8
NC-151,"Randolph County",45.0,112,5.3,39.7
NC-153,"Richmond County",48.5,117,6.5,42
NC-155,"Robeson County",50.2,119,6.5,43.7
NC-157,"Rockingham County",43.4,115,5.6,37.8
NC-159,"Rowan County",45.1,116,6.2,38.9
NC-161,"Rutherford County",44.4,114,4.9,39.5
NC-163,"Sampson County",49.0,117,6.2,42.8
NC-165,"Scotland County",49.3,118,6.8,42.5
NC-167,"Stanly County",46.6,114,5.6,41
NC-169,"Stokes County",42.7,116,5.8,36.9
NC-171,"Surry County",41.8,115,5.8,36
NC-173,"Swain County",38.1,106,4.2,33.9
NC-175,"Transylvania County",40.4,108,4.6,35.8
NC-177,"Tyrrell County",50.0,121,7.3,42.7
NC-179,"Union County",46.9,113,5.4,41.5
NC-181,"Vance County",44.3,116,6.2,38.1
NC-183,"Wake County",46.7,116,6.5,40.2
NC-185,"Warren County",44.7,116,6.4,38.3
NC-187,"Washington County",49.5,121,7.6,41.9
NC-189,"Watauga County",37.4,110,5.4,32
NC-191,"Wayne County",48.6,118,6.5,42.1
NC-193,"Wilkes County",42.5,114,5.8,36.7
NC-195,"Wilson County",47.5,117,6.5,41
NC-197,"Yadkin County",42.8,116,5.8,37
NC-199,"Yancey County",37.5,109,4.9,32.6
ND-001,"Adams County",19.1,97,7.1,12
ND-003,"Barnes County",11.7,95,6.4,5.3
ND-005,"Benson County",10.3,101,7.3,3
ND-007,"Billings County",17.9,93,6.6,11.3
ND-009,"Bottineau County",9.7,97,6.6,3.1
ND-011,"Bowman County",20.8,101,7.1,13.7
ND-013,"Burke County",10.5,92,6.3,4.2
ND-015,"Burleigh County",13.4,92,6.6,6.8
ND-017,"Cass County",11.2,95,6.0,5.2
ND-019,"Cavalier County",9.3,108,8.9,0.4
ND-021,"Dickey County",12.1,83,4.4,7.7
ND-023,"Divide County",11.4,93,6.7,4.7
ND-025,"Dunn County",16.1,94,6.7,9.4
ND-027,"Eddy County",10.2,93,6.4,3.8
ND-029,"Emmons County",13.5,86,5.0,8.5
ND-031,"Foster County",10.4,92,6.0,4.4
ND-033,"Golden Valley County",18.7,92,6.4,12.3
ND-035,"Grand Forks County",9.6,96,6.6,3
ND-037,"Grant County",15.9,91,5.7,10.2
ND-039,"Griggs County",9.7,96,6.3,3.4
ND-041,"Hettinger County",17.7,94,6.6,11.1
ND-043,"Kidder County",11.6,94,6.1,5.5
ND-045,"LaMoure County",12.7,91,5.5,7.2
ND-047,"Logan County",12.5,91,5.7,6.8
ND-049,"McHenry County",11.5,96,7.0,4.5
ND-051,"McIntosh County",12.5,88,4.7,7.8
ND-053,"McKenzie County",15.8,93,6.9,8.9
ND-055,"McLean County",13.7,94,6.6,7.1
ND-057,"Mercer County",14.8,93,5.9,8.9
ND-059,"Morton County",15.0,92,6.1,8.9
ND-061,"Mountrail County",12.4,92,6.3,6.1
ND-063,"Nelson County",9.1,98,6.8,2.3
ND-065,"Oliver County",14.4,93,5.9,8.5
ND-067,"Pembina County",9.8,107,8.8,1
ND-069,"Pierce County",10.6,104,7.9,2.7
ND-071,"Ramsey County",9.2,101,7.1,2.1
ND-073,"Ransom County",12.4,95,5.6,6.8
ND-075,"Renville County",11.2,94,6.6,4.6
ND-077,"Richland County",12.7,94,5.6,7.1
ND-079,"Rolette County",9.3,105,7.9,1.4
ND-081,"Sargent County",12.4,89,4.9,7.5
ND-083,"Sheridan County",13.1,99,7.7,5.4
ND-085,"Sioux County",15.0,84,4.8,10.2
ND-087,"Slope County",20.1,97,7.0,13.1
ND-089,"Stark County",17.0,92,6.2,10.8
ND-091,"Steele County",9.3,94,5.7,3.6
ND-093,"Stutsman County",12.0,97,6.0,6
ND-095,"Towner County",9.5,106,8.6,0.9
ND-097,"Traill County",10.0,94,5.9,4.1
ND-099,"Walsh County",9.4,100,7.3,2.1
ND-101,"Ward County",12.9,97,6.9,6
ND-103,"Wells County",10.7,95,6.3,4.4
ND-105,"Williams County",13.3,94,6.7,6.6
OH-001,"Adams County",37.7,116,7.4,30.3
OH-003,"Allen County",33.5,117,8.2,25.3
OH-005,"Ashland County",34.0,121,9.1,24.9
OH-007,"Ashtabula County",32.7,120,8.4,24.3
OH-009,"Athens County",37.3,117,7.7,29.6
OH-011,"Auglaize County",33.3,117,7.8,25.5
OH-013,"Belmont County",34.6,112,6.6,28
OH-015,"Brown County",37.2,116,7.6,29.6
OH-017,"Butler County",36.3,120,7.7,28.6
OH-019,"Carroll County",34.2,117,7.9,26.3
OH-021,"Champaign County",33.6,118,7.6,26
OH-023,"Clark County",34.7,119,7.9,26.8
OH-025,"Clermont County",37.5,119,7.7,29.8
OH-027,"Clinton County",36.0,118,8.0,28
OH-029,"Columbiana County",33.2,113,7.2,26
OH-031,"Coshocton County",34.6,116,7.9,26.7
OH-033,"Crawford County",33.7,120,8.8,24.9
OH-035,"Cuyahoga County",34.8,120,9.1,25.7
OH-037,"Darke County",34.4,119,8.5,25.9
OH-039,"Defiance County",31.6,115,7.4,24.2
OH-041,"Delaware County",34.7,120,8.0,26.7
OH-043,"Erie County",34.1,119,8.0,26.1
OH-045,"Fairfield County",35.5,115,7.6,27.9
OH-047,"Fayette County",35.7,119,8.1,27.6
OH-049,"Franklin County",35.7,118,7.9,27.8
OH-051,"Fulton County",32.5,119,8.8,23.7
OH-053,"Gallia County",37.6,108,5.9,31.7
OH-055,"Geauga County",32.6,120,9.0,23.6
OH-057,"Greene County",35.7,119,8.0,27.7
OH-059,"Guernsey County",34.4,112,6.6,27.8
OH-061,"Hamilton County",37.4,120,7.6,29.8
OH-063,"Hancock County",34.2,121,9.0,25.2
OH-065,"Hardin County",34.6,121,9.3,25.3
OH-067,"Harrison County",34.5,115,7.5,27
OH-069,"Henry County",33.0,118,8.4,24.6
OH-071,"Highland County",36.4,115,7.8,28.6
OH-073,"Hocking County",36.1,116,7.6,28.5
OH-075,"Holmes County",34.1,119,8.3,25.8
OH-077,"Huron County",33.5,119,8.3,25.2
OH-079,"Jackson County",37.3,116,7.2,30.1
OH-081,"Jefferson County",34.4,114,6.8,27.6
OH-083,"Knox County",34.0,119,8.3,25.7
OH-085,"Lake County",34.3,120,9.0,25.3
OH-087,"Lawrence County",38.5,113,6.5,32
OH-089,"Licking County",34.6,115,7.8,26.8
OH-091,"Logan County",33.3,119,8.0,25.3
OH-093,"Lorain County",34.3,118,8.2,26.1
OH-095,"Lucas County",34.2,121,9.1,25.1
OH-097,"Madison County",34.9,119,7.9,27
OH-099,"Mahoning County",33.0,117,8.0,25
OH-101,"Marion County",34.4,120,8.6,25.8
OH-103,"Medina County",34.3,120,8.9,25.4
OH-105,"Meigs County",37.4,110,6.5,30.9
OH-107,"Mercer County",33.0,117,7.8,25.2
OH-109,"Miami County",35.0,119,8.2,26.8
OH-111,"Monroe County",35.7,116,6.9,28.8
OH-113,"Montgomery County",35.9,119,8.2,27.7
OH-115,"Morgan County",36.5,116,7.7,28.8
OH-117,"Morrow County",33.6,120,8.4,25.2
OH-119,"Muskingum County",35.6,116,7.8,27.8
OH-121,"Noble County",35.5,114,7.0,28.5
OH-123,"Ottawa County",34.0,118,8.4,25.6
OH-125,"Paulding County",31.0,114,6.4,24.6
OH-127,"Perry County",35.8,117,7.9,27.9
OH-129,"Pickaway County",36.5,117,7.9,28.6
OH-131,"Pike County",37.5,116,7.8,29.7
OH-133,"Portage County",33.9,122,9.4,24.5
OH-135,"Preble County",34.9,120,8.3,26.6
OH-137,"Putnam County",33.0,117,8.0,25
OH-139,"Richland County",33.8,122,9.3,24.5
OH-141,"Ross County",37.0,116,8.0,29
OH-143,"Sandusky County",33.8,118,8.2,25.6
OH-145,"Scioto County",38.0,116,7.3,30.7
OH-147,"Seneca County",33.5,119,8.2,25.3
OH-149,"Shelby County",33.6,119,7.9,25.7
OH-151,"Stark County",34.9,123,9.3,25.6
OH-153,"Summit County",35.2,123,9.7,25.5
OH-155,"Trumbull County",33.1,120,8.6,24.5
OH-157,"Tuscarawas County",34.7,117,8.0,26.7
OH-159,"Union County",34.3,119,8.0,26.3
OH-161,"Van Wert County",32.0,115,7.1,24.9
OH-163,"Vinton County",36.8,116,7.4,29.4
OH-165,"Warren County",36.7,118,7.9,28.8
OH-167,"Washington County",37.6,117,7.7,29.9
OH-169,"Wayne County",34.3,121,8.8,25.5
OH-171,"Williams County",31.3,117,8.1,23.2
OH-173,"Wood County",34.0,119,8.8,25.2
OH-175,"Wyandot County",34.8,121,9.3,25.5
OK-001,"Adair County",41.0,111,4.7,36.3
OK-003,"Alfalfa County",38.9,113,5.9,33
OK-005,"Atoka County",45.2,116,5.1,40.1
OK-007,"Beaver County",38.0,109,5.0,33
OK-009,"Beckham County",43.0,121,6.8,36.2
OK-011,"Blaine County",41.0,116,6.1,34.9
OK-013,"Bryan County",46.2,115,5.4,40.8
OK-015,"Caddo County",43.0,120,6.6,36.4
OK-017,"Canadian County",42.6,119,6.9,35.7
OK-019,"Carter County",45.5,116,5.4,40.1
OK-021,"Cherokee County",41.6,114,4.9,36.7
OK-023,"Choctaw County",45.7,112,4.8,40.9
OK-025,"Cimarron County",36.9,100,3.8,33.1
OK-027,"Cleveland County",43.7,117,6.3,37.4
OK-029,"Coal County",44.9,116,5.3,39.6
OK-031,"Comanche County",44.4,117,6.1,38.3
OK-033,"Cotton County",45.6,116,6.1,39.5
OK-035,"Craig County",39.8,115,5.4,34.4
OK-037,"Creek County",42.2,117,6.1,36.1
OK-039,"Custer County",41.5,117,6.4,35.1
OK-041,"Delaware County",40.3,113,4.9,35.4
OK-043,"Dewey County",40.0,113,5.7,34.3
OK-045,"Ellis County",39.0,111,5.4,33.6
OK-047,"Garfield County",40.9,117,6.9,34
OK-049,"Garvin County",44.5,115,5.8,38.7
OK-051,"Grady County",43.9,120,6.7,37.2
OK-053,"Grant County",39.5,116,6.6,32.9
OK-055,"Greer County",43.8,120,6.6,37.2
OK-057,"Harmon County",44.6,122,6.9,37.7
OK-059,"Harper County",37.9,109,4.9,33
OK-061,"Haskell County",43.5,112,4.5,39
OK-063,"Hughes County",43.8,115,5.3,38.5
OK-065,"Jackson County",44.8,122,6.6,38.2
OK-067,"Jefferson County",46.1,116,5.7,40.4
OK-069,"Johnston County",45.6,118,5.5,40.1
OK-071,"Kay County",40.0,118,6.8,33.2
OK-073,"Kingfisher County",41.6,116,6.3,35.3
OK-075,"Kiowa County",43.8,119,6.6,37.2
OK-077,"Latimer County",43.9,112,4.5,39.4
OK-079,"Le Flore County",43.6,109,4.5,39.1
OK-081,"Lincoln County",42.8,117,6.1,36.7
OK-083,"Logan County",42.0,116,6.4,35.6
OK-085,"Love County",46.3,116,5.4,40.9
