October 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-011,"Carter County",39.9,15,-5.0,44.9
MT-013,"Cascade County",40.0,16,-4.5,44.5
MT-015,"Chouteau County",40.4,16,-4.7,45.1
MT-017,"Custer County",40.8,11,-5.3,46.1
MT-019,"Daniels County",34.9,5,-7.0,41.9
MT-021,"Dawson County",38.8,9,-6.1,44.9
MT-023,"Deer Lodge County",38.2,59,0.0,38.2
MT-025,"Fallon County",39.1,10,-6.0,45.1
MT-027,"Fergus County",40.6,16,-4.4,45
MT-029,"Flathead County",38.5,36,-1.4,39.9
MT-031,"Gallatin County",39.2,42,-1.3,40.5
MT-033,"Garfield County",39.2,9,-6.2,45.4
MT-035,"Glacier County",37.1,23,-3.5,40.6
MT-037,"Golden Valley County",40.2,13,-5.1,45.3
MT-039,"Granite County",38.7,54,-0.3,39
MT-041,"Hill County",37.6,12,-5.6,43.2
MT-043,"Jefferson County",40.1,44,-1.0,41.1
MT-045,"Judith Basin County",39.8,29,-2.9,42.7
MT-047,"Lake County",42.1,46,-0.8,42.9
MT-049,"Lewis and Clark County",39.3,29,-2.2,41.5
MT-051,"Liberty County",37.6,13,-5.6,43.2
MT-053,"Lincoln County",40.2,38,-0.9,41.1
MT-055,"McCone County",38.8,8,-6.0,44.8
MT-057,"Madison County",40.1,57,-0.1,40.2
MT-059,"Meagher County",38.1,32,-2.2,40.3
MT-061,"Mineral County",41.2,44,-0.8,42
MT-063,"Missoula County",39.6,33,-1.6,41.2
MT-065,"Musselshell County",40.8,11,-5.6,46.4
MT-067,"Park County",37.9,39,-1.6,39.5
MT-069,"Petroleum County",41.6,12,-5.3,46.9
MT-071,"Phillips County",39.0,9,-6.0,45
MT-073,"Pondera County",38.9,20,-3.9,42.8
MT-075,"Powder River County",40.6,10,-5.5,46.1
MT-077,"Powell County",38.4,39,-1.3,39.7
MT-079,"Prairie County",39.3,8,-6.2,45.5
MT-081,"Ravalli County",40.1,57,-0.1,40.2
MT-083,"Richland County",38.5,8,-6.1,44.6
MT-085,"Roosevelt County",37.4,7,-6.4,43.8
MT-087,"Rosebud County",40.2,9,-5.8,46
MT-089,"Sanders County",41.8,36,-1.1,42.9
MT-091,"Sheridan County",36.6,10,-6.1,42.7
MT-093,"Silver Bow County",39.8,57,-0.0,39.8
MT-095,"Stillwater County",39.8,16,-4.5,44.3
MT-097,"Sweet Grass County",40.0,23,-3.3,43.3
MT-099,"Teton County",39.2,20,-3.5,42.7
MT-101,"Toole County",37.8,14,-5.5,43.3
MT-103,"Treasure County",41.1,9,-5.4,46.5
MT-105,"Valley County",37.0,8,-6.6,43.6
MT-107,"Wheatland County",40.0,19,-3.6,43.6
MT-109,"Wibaux County",38.5,7,-6.6,45.1
MT-111,"Yellowstone County",41.2,8,-5.7,46.9
NE-001,"Adams County",49.3,22,-3.4,52.7
NE-003,"Antelope County",46.1,14,-4.7,50.8
NE-005,"Arthur County",44.9,13,-4.3,49.2
NE-007,"Banner County",44.8,22,-2.9,47.7
NE-009,"Blaine County",45.7,12,-4.8,50.5
NE-011,"Boone County",47.0,18,-4.0,51
NE-013,"Box Butte County",43.6,16,-3.9,47.5
NE-015,"Boyd County",45.7,11,-5.4,51.1
NE-017,"Brown County",45.8,15,-4.5,50.3
NE-019,"Buffalo County",48.2,21,-3.6,51.8
NE-021,"Burt County",46.5,7,-5.4,51.9
NE-023,"Butler County",48.7,19,-3.9,52.6
NE-025,"Cass County",49.2,10,-4.7,53.9
NE-027,"Cedar County",44.8,7,-6.0,50.8
NE-029,"Chase County",47.7,17,-3.6,51.3
NE-031,"Cherry County",44.1,12,-4.7,48.8
NE-033,"Cheyenne County",44.0,9,-5.0,49
NE-035,"Clay County",49.5,21,-3.5,53
NE-037,"Colfax County",47.4,16,-4.7,52.1
NE-039,"Cuming County",45.8,6,-5.8,51.6
NE-041,"Custer County",46.8,19,-3.7,50.5
NE-043,"Dakota County",45.3,6,-5.9,51.2
NE-045,"Dawes County",44.5,18,-3.7,48.2
NE-047,"Dawson County",47.5,13,-4.3,51.8
NE-049,"Deuel County",45.8,11,-4.4,50.2
NE-051,"Dixon County",44.9,6,-6.1,51
NE-053,"Dodge County",47.5,11,-4.9,52.4
NE-055,"Douglas County",48.8,13,-4.5,53.3
NE-057,"Dundy County",48.1,13,-4.0,52.1
NE-059,"Fillmore County",49.3,16,-4.2,53.5
NE-061,"Franklin County",49.4,16,-4.2,53.6
NE-063,"Frontier County",48.0,16,-4.0,52
NE-065,"Furnas County",49.3,17,-3.9,53.2
NE-067,"Gage County",49.8,13,-4.4,54.2
NE-069,"Garden County",44.2,12,-4.6,48.8
NE-071,"Garfield County",45.8,15,-4.5,50.3
NE-073,"Gosper County",48.3,14,-4.2,52.5
NE-075,"Grant County",43.4,12,-4.8,48.2
NE-077,"Greeley County",47.2,18,-3.8,51
NE-079,"Hall County",49.3,24,-3.0,52.3
NE-081,"Hamilton County",49.6,22,-3.1,52.7
NE-083,"Harlan County",49.5,16,-4.2,53.7
NE-085,"Hayes County",47.6,13,-4.2,51.8
NE-087,"Hitchcock County",48.2,12,-4.6,52.8
NE-089,"Holt County",45.1,12,-5.4,50.5
NE-091,"Hooker County",44.1,9,-5.2,49.3
NE-093,"Howard County",48.7,24,-3.2,51.9
NE-095,"Jefferson County",50.0,17,-4.1,54.1
NE-097,"Johnson County",49.6,9,-4.7,54.3
NE-099,"Kearney County",48.5,16,-4.0,52.5
NE-101,"Keith County",46.9,18,-3.8,50.7
NE-103,"Keya Paha County",45.2,13,-5.1,50.3
NE-105,"Kimball County",43.6,16,-3.7,47.3
NE-107,"Knox County",45.5,11,-5.5,51
NE-109,"Lancaster County",49.5,17,-4.3,53.8
NE-111,"Lincoln County",47.3,17,-3.7,51
NE-113,"Logan County",46.6,20,-3.6,50.2
NE-115,"Loup County",45.7,14,-4.5,50.2
NE-117,"McPherson County",45.8,15,-4.0,49.8
NE-119,"Madison County",46.6,16,-4.6,51.2
NE-121,"Merrick County",49.4,24,-3.0,52.4
NE-123,"Morrill County",44.2,14,-4.3,48.5
NE-125,"Nance County",48.5,23,-3.4,51.9
NE-127,"Nemaha County",49.8,8,-5.1,54.9
NE-129,"Nuckolls County",49.8,18,-3.8,53.6
NE-131,"Otoe County",49.4,9,-4.9,54.3
NE-133,"Pawnee County",50.0,9,-4.7,54.7
NE-135,"Perkins County",47.6,21,-3.2,50.8
NE-137,"Phelps County",48.3,16,-4.2,52.5
NE-139,"Pierce County",45.7,11,-5.0,50.7
NE-141,"Platte County",47.6,17,-4.2,51.8
NE-143,"Polk County",49.2,20,-3.5,52.7
NE-145,"Red Willow County",49.0,17,-3.9,52.9
NE-147,"Richardson County",50.7,11,-4.6,55.3
NE-149,"Rock County",45.1,13,-5.0,50.1
NE-151,"Saline County",49.3,16,-4.4,53.7
NE-153,"Sarpy County",49.0,11,-4.7,53.7
NE-155,"Saunders County",48.9,16,-4.2,53.1
NE-157,"Scotts Bluff County",45.1,17,-3.3,48.4
NE-159,"Seward County",49.2,19,-4.0,53.2
NE-161,"Sheridan County",43.5,15,-4.1,47.6
NE-163,"Sherman County",47.9,23,-3.3,51.2
NE-165,"Sioux County",43.7,24,-3.1,46.8
NE-167,"Stanton County",46.3,12,-5.1,51.4
NE-169,"Thayer County",49.9,17,-4.1,54
NE-171,"Thomas County",45.3,11,-5.0,50.3
NE-173,"Thurston County",45.5,6,-5.8,51.3
NE-175,"Valley County",47.1,21,-3.5,50.6
NE-177,"Washington County",48.1,12,-4.7,52.8
NE-179,"Wayne County",45.5,10,-5.3,50.8
NE-181,"Webster County",49.6,17,-4.0,53.6
NE-183,"Wheeler County",46.0,14,-4.6,50.6
NE-185,"York County",49.4,20,-3.8,53.2
NV-001,"Churchill County",54.2,108,2.9,51.3
NV-003,"Clark County",70.6,124,6.2,64.4
NV-005,"Douglas County",55.4,125,6.0,49.4
NV-007,"Elko County",49.1,115,3.4,45.7
NV-009,"Esmeralda County",58.5,124,6.3,52.2
NV-011,"Eureka County",50.4,114,3.8,46.6
NV-013,"Humboldt County",53.2,116,3.8,49.4
NV-015,"Lander County",51.9,113,3.5,48.4
NV-017,"Lincoln County",60.8,124,5.6,55.2
NV-019,"Lyon County",56.3,123,5.4,50.9
NV-021,"Mineral County",55.7,124,5.6,50.1
NV-023,"Nye County",57.4,122,5.6,51.8
NV-027,"Pershing County",53.8,107,2.8,51
NV-029,"Storey County",55.8,122,4.9,50.9
NV-031,"Washoe County",54.2,120,4.6,49.6
NV-033,"White Pine County",51.3,122,5.1,46.2
NV-510,"Carson City",57.1,125,6.9,50.2
NH-001,"Belknap County",48.0,81,0.9,47.1
NH-003,"Carroll County",46.4,78,0.7,45.7
NH-005,"Cheshire County",49.5,105,2.5,47
NH-007,"Coos County",43.6,82,1.0,42.6
NH-009,"Grafton County",45.5,81,1.0,44.5
NH-011,"Hillsborough County",50.2,99,2.1,48.1
NH-013,"Merrimack County",48.5,90,1.4,47.1
NH-015,"Rockingham County",50.8,96,1.6,49.2
NH-017,"Strafford County",49.4,92,1.3,48.1
NH-019,"Sullivan County",47.5,91,1.7,45.8
NJ-001,"Atlantic County",59.4,116,4.2,55.2
NJ-003,"Bergen County",55.7,97,2.1,53.6
NJ-005,"Burlington County",58.8,112,3.6,55.2
NJ-007,"Camden County",59.0,112,3.4,55.6
NJ-009,"Cape May County",60.5,118,4.4,56.1
NJ-011,"Cumberland County",59.8,116,4.3,55.5
NJ-013,"Essex County",55.7,92,1.9,53.8
NJ-015,"Gloucester County",59.1,110,3.3,55.8
NJ-017,"Hudson County",57.6,93,1.9,55.7
NJ-019,"Hunterdon County",54.8,101,2.7,52.1
NJ-021,"Mercer County",57.3,108,3.2,54.1
NJ-023,"Middlesex County",57.3,105,2.9,54.4
NJ-025,"Monmouth County",58.1,110,3.4,54.7
NJ-027,"Morris County",53.6,93,2.0,51.6
NJ-029,"Ocean County",58.7,112,3.7,55
NJ-031,"Passaic County",54.1,96,2.2,51.9
NJ-033,"Salem County",59.2,110,3.2,56
NJ-035,"Somerset County",55.9,103,2.8,53.1
NJ-037,"Sussex County",52.8,102,2.5,50.3
NJ-039,"Union County",56.5,94,2.1,54.4
NJ-041,"Warren County",53.2,99,2.4,50.8
NM-001,"Bernalillo County",55.8,110,2.8,53
NM-003,"Catron County",53.3,123,4.1,49.2
NM-005,"Chaves County",60.7,103,2.0,58.7
NM-006,"Cibola County",52.6,114,2.8,49.8
NM-007,"Colfax County",50.1,104,1.8,48.3
NM-009,"Curry County",56.6,62,0.1,56.5
NM-011,"De Baca County",58.2,85,0.9,57.3
NM-013,"Dona Ana County",64.0,116,2.9,61.1
NM-015,"Eddy County",63.1,101,2.0,61.1
NM-017,"Grant County",61.4,126,5.2,56.2
NM-019,"Guadalupe County",56.0,82,0.9,55.1
NM-021,"Harding County",53.8,40,-0.7,54.5
NM-023,"Hidalgo County",64.6,122,4.5,60.1
NM-025,"Lea County",60.6,68,0.4,60.2
NM-027,"Lincoln County",56.8,108,2.4,54.4
NM-028,"Los Alamos County",52.5,124,4.6,47.9
NM-029,"Luna County",64.9,122,4.0,60.9
NM-031,"McKinley County",53.2,119,3.3,49.9
NM-033,"Mora County",52.0,122,3.7,48.3
NM-035,"Otero County",61.1,123,3.5,57.6
NM-037,"Quay County",57.2,53,-0.3,57.5
NM-039,"Rio Arriba County",51.3,124,4.7,46.6
NM-041,"Roosevelt County",57.8,73,0.5,57.3
NM-043,"Sandoval County",53.8,119,3.3,50.5
NM-045,"San Juan County",55.3,119,3.4,51.9
NM-047,"San Miguel County",54.9,101,1.8,53.1
NM-049,"Santa Fe County",53.3,122,3.5,49.8
NM-051,"Sierra County",60.3,113,2.7,57.6
NM-053,"Socorro County",56.9,116,2.9,54
NM-055,"Taos County",49.3,124,5.1,44.2
NM-057,"Torrance County",53.3,109,2.6,50.7
NM-059,"Union County",51.0,23,-1.9,52.9
NM-061,"Valencia County",57.5,112,2.8,54.7
NY-001,"Albany County",50.9,85,1.3,49.6
NY-003,"Allegany County",48.7,73,0.7,48
NY-005,"Bronx County",57.9,92,2.0,55.9
NY-007,"Broome County",50.0,77,1.3,48.7
NY-009,"Cattaraugus County",48.6,67,0.5,48.1
NY-011,"Cayuga County",50.3,70,0.6,49.7
NY-013,"Chautauqua County",49.9,63,0.4,49.5
NY-015,"Chemung County",50.8,90,2.0,48.8
NY-017,"Chenango County",48.6,73,1.0,47.6
NY-019,"Clinton County",46.7,76,0.9,45.8
NY-021,"Columbia County",52.2,97,2.3,49.9
NY-023,"Cortland County",48.3,72,0.9,47.4
NY-025,"Delaware County",48.5,81,1.5,47
NY-027,"Dutchess County",53.6,108,3.0,50.6
NY-029,"Erie County",50.6,72,0.7,49.9
NY-031,"Essex County",44.8,73,0.5,44.3
NY-033,"Franklin County",44.9,72,0.5,44.4
NY-035,"Fulton County",48.1,74,0.8,47.3
NY-037,"Genesee County",50.4,72,0.8,49.6
NY-039,"Greene County",50.1,90,2.0,48.1
NY-041,"Hamilton County",44.1,67,0.5,43.6
NY-043,"Herkimer County",46.0,67,0.4,45.6
NY-045,"Jefferson County",48.0,65,0.3,47.7
NY-047,"Kings County",58.4,95,2.1,56.3
NY-049,"Lewis County",46.0,72,0.6,45.4
NY-051,"Livingston County",50.8,82,1.2,49.6
NY-053,"Madison County",48.2,69,0.5,47.7
NY-055,"Monroe County",51.2,72,0.8,50.4
NY-057,"Montgomery County",49.8,71,0.6,49.2
NY-059,"Nassau County",57.5,98,2.2,55.3
NY-061,"New York County",58.0,93,1.9,56.1
NY-063,"Niagara County",50.8,61,0.2,50.6
NY-065,"Oneida County",48.2,68,0.5,47.7
NY-067,"Onondaga County",49.9,69,0.6,49.3
NY-069,"Ontario County",50.5,73,0.8,49.7
NY-071,"Orange County",54.0,110,3.2,50.8
NY-073,"Orleans County",51.0,72,0.7,50.3
NY-075,"Oswego County",49.6,75,0.8,48.8
NY-077,"Otsego County",47.8,70,0.5,47.3
NY-079,"Putnam County",54.7,111,3.4,51.3
NY-081,"Queens County",57.9,95,1.9,56
NY-083,"Rensselaer County",50.8,92,1.9,48.9
NY-085,"Richmond County",58.2,99,2.3,55.9
NY-087,"Rockland County",55.2,101,2.7,52.5
NY-089,"St. Lawrence County",46.4,69,0.4,46
NY-091,"Saratoga County",49.7,84,1.5,48.2
NY-093,"Schenectady County",50.3,78,1.0,49.3
NY-095,"Schoharie County",48.6,74,0.8,47.8
NY-097,"Schuyler County",50.3,81,1.4,48.9
NY-099,"Seneca County",51.0,69,0.6,50.4
NY-101,"Steuben County",49.4,80,1.1,48.3
NY-103,"Suffolk County",56.5,104,2.6,53.9
NY-105,"Sullivan County",51.0,105,2.7,48.3
NY-107,"Tioga County",50.2,82,1.5,48.7
NY-109,"Tompkins County",50.0,80,1.2,48.8
NY-111,"Ulster County",51.9,107,2.7,49.2
NY-113,"Warren County",47.1,82,1.2,45.9
NY-115,"Washington County",49.8,93,1.9,47.9
NY-117,"Wayne County",51.0,70,0.6,50.4
NY-119,"Westchester County",55.8,107,2.8,53
NY-121,"Wyoming County",49.1,73,0.9,48.2
NY-123,"Yates County",50.3,74,0.7,49.6
NC-001,"Alamance County",61.9,113,3.1,58.8
NC-003,"Alexander County",61.5,114,3.4,58.1
NC-005,"Alleghany County",56.5,118,4.4,52.1
NC-007,"Anson County",65.0,113,3.4,61.6
NC-009,"Ashe County",55.4,119,4.4,51
NC-011,"Avery County",54.5,117,3.9,50.6
NC-013,"Beaufort County",66.6,118,4.1,62.5
NC-015,"Bertie County",65.1,118,4.5,60.6
NC-017,"Bladen County",66.7,119,4.1,62.6
NC-019,"Brunswick County",68.6,119,4.6,64
NC-021,"Buncombe County",58.4,117,4.3,54.1
NC-023,"Burke County",61.0,115,3.3,57.7
NC-025,"Cabarrus County",63.0,112,2.9,60.1
NC-027,"Caldwell County",60.5,114,3.3,57.2
NC-029,"Camden County",66.4,122,5.3,61.1
NC-031,"Carteret County",68.9,118,4.2,64.7
NC-033,"Caswell County",61.8,112,3.4,58.4
NC-035,"Catawba County",62.0,113,3.1,58.9
NC-037,"Chatham County",62.8,113,2.9,59.9
NC-039,"Cherokee County",59.3,104,2.7,56.6
NC-041,"Chowan County",66.1,119,4.9,61.2
NC-043,"Clay County",57.4,100,2.3,55.1
NC-045,"Cleveland County",62.5,115,3.2,59.3
NC-047,"Columbus County",67.6,120,4.5,63.1
NC-049,"Craven County",66.9,118,4.1,62.8
NC-051,"Cumberland County",65.4,114,3.4,62
NC-053,"Currituck County",67.3,122,5.4,61.9
NC-055,"Dare County",68.6,120,4.6,64
NC-057,"Davidson County",62.1,116,3.2,58.9
NC-059,"Davie County",61.9,117,3.6,58.3
NC-061,"Duplin County",66.1,116,4.1,62
NC-063,"Durham County",62.5,116,3.4,59.1
NC-065,"Edgecombe County",64.4,118,3.8,60.6
NC-067,"Forsyth County",61.3,114,3.3,58
NC-069,"Franklin County",62.9,117,3.8,59.1
NC-071,"Gaston County",63.4,116,3.7,59.7
NC-073,"Gates County",64.8,119,4.5,60.3
NC-075,"Graham County",57.4,104,2.6,54.8
NC-077,"Granville County",61.9,116,3.6,58.3
NC-079,"Greene County",65.8,117,4.3,61.5
NC-081,"Guilford County",61.6,113,3.2,58.4
NC-083,"Halifax County",63.4,117,3.8,59.6
NC-085,"Harnett County",64.2,113,3.1,61.1
NC-087,"Haywood County",55.0,112,3.6,51.4
NC-089,"Henderson County",59.6,116,4.0,55.6
NC-091,"Hertford County",64.5,118,4.4,60.1
NC-093,"Hoke County",65.3,118,3.8,61.5
NC-095,"Hyde County",67.9,118,4.1,63.8
NC-097,"Iredell County",62.1,116,3.6,58.5
NC-099,"Jackson County",55.5,107,2.8,52.7
NC-101,"Johnston County",64.4,112,3.4,61
NC-103,"Jones County",66.6,119,4.4,62.2
NC-105,"Lee County",63.5,111,3.0,60.5
NC-107,"Lenoir County",66.1,117,4.3,61.8
NC-109,"Lincoln County",62.5,116,3.4,59.1
NC-111,"McDowell County",61.0,120,4.2,56.8
NC-113,"Macon County",56.1,99,2.2,53.9
NC-115,"Madison County",58.8,113,3.9,54.9
NC-117,"Martin County",65.4,118,4.4,61
NC-119,"Mecklenburg County",63.8,117,3.7,60.1
NC-121,"Mitchell County",56.0,117,4.1,51.9
NC-123,"Montgomery County",63.7,109,3.0,60.7
NC-125,"Moore County",63.9,112,3.2,60.7
NC-127,"Nash County",63.6,118,3.9,59.7
NC-129,"New Hanover County",69.0,119,4.9,64.1
NC-131,"Northampton County",63.5,116,3.9,59.6
NC-133,"Onslow County",67.6,119,4.6,63
NC-135,"Orange County",62.0,113,3.2,58.8
NC-137,"Pamlico County",67.5,117,3.7,63.8
NC-139,"Pasquotank County",66.5,122,5.3,61.2
NC-141,"Pender County",67.6,118,4.7,62.9
NC-143,"Perquimans County",66.2,121,5.1,61.1
NC-145,"Person County",61.4,114,3.5,57.9
NC-147,"Pitt County",65.9,118,4.2,61.7
NC-149,"Polk County",62.6,115,3.5,59.1
NC-151,"Randolph County",62.3,109,2.7,59.6
NC-153,"Richmond County",65.2,115,3.7,61.5
NC-155,"Robeson County",66.7,118,4.2,62.5
NC-157,"Rockingham County",61.7,114,3.5,58.2
NC-159,"Rowan County",62.4,115,3.3,59.1
NC-161,"Rutherford County",62.5,116,3.5,59
NC-163,"Sampson County",65.4,114,3.6,61.8
NC-165,"Scotland County",66.0,118,4.2,61.8
NC-167,"Stanly County",63.7,110,3.0,60.7
NC-169,"Stokes County",60.9,115,3.6,57.3
NC-171,"Surry County",59.8,113,3.4,56.4
NC-173,"Swain County",55.7,108,2.8,52.9
NC-175,"Transylvania County",57.7,112,3.6,54.1
NC-177,"Tyrrell County",67.5,120,4.8,62.7
NC-179,"Union County",64.4,116,3.7,60.7
NC-181,"Vance County",62.1,117,3.7,58.4
NC-183,"Wake County",63.4,114,3.4,60
NC-185,"Warren County",62.4,117,3.7,58.7
NC-187,"Washington County",66.3,119,4.7,61.6
NC-189,"Watauga County",55.2,117,3.9,51.3
NC-191,"Wayne County",65.4,116,4.0,61.4
NC-193,"Wilkes County",60.7,117,4.1,56.6
NC-195,"Wilson County",64.9,118,4.1,60.8
NC-197,"Yadkin County",61.0,114,3.4,57.6
NC-199,"Yancey County",56.1,118,4.4,51.7
ND-001,"Adams County",37.2,7,-7.4,44.6
ND-003,"Barnes County",38.3,6,-5.9,44.2
ND-005,"Benson County",37.2,9,-5.7,42.9
ND-007,"Billings County",38.0,7,-6.6,44.6
ND-009,"Bottineau County",36.9,10,-5.7,42.6
ND-011,"Bowman County",38.1,6,-6.6,44.7
ND-013,"Burke County",35.6,8,-6.7,42.3
ND-015,"Burleigh County",38.7,10,-5.8,44.5
ND-017,"Cass County",38.5,5,-6.7,45.2
ND-019,"Cavalier County",36.0,13,-5.5,41.5
ND-021,"Dickey County",38.0,5,-7.4,45.4
ND-023,"Divide County",36.0,9,-6.2,42.2
ND-025,"Dunn County",37.9,9,-6.7,44.6
ND-027,"Eddy County",37.8,8,-5.7,43.5
ND-029,"Emmons County",38.4,8,-7.1,45.5
ND-031,"Foster County",38.0,7,-5.8,43.8
ND-033,"Golden Valley County",38.2,7,-6.6,44.8
ND-035,"Grand Forks County",38.1,6,-6.1,44.2
ND-037,"Grant County",37.7,6,-7.4,45.1
ND-039,"Griggs County",37.5,8,-5.9,43.4
ND-041,"Hettinger County",37.3,8,-7.1,44.4
ND-043,"Kidder County",37.2,6,-6.7,43.9
ND-045,"LaMoure County",38.6,5,-6.4,45
ND-047,"Logan County",36.8,5,-7.5,44.3
ND-049,"McHenry County",37.8,9,-6.0,43.8
ND-051,"McIntosh County",36.9,5,-7.8,44.7
ND-053,"McKenzie County",37.9,9,-6.4,44.3
ND-055,"McLean County",38.2,11,-6.2,44.4
ND-057,"Mercer County",38.4,10,-6.6,45
ND-059,"Morton County",38.4,9,-6.6,45
ND-061,"Mountrail County",36.8,10,-6.4,43.2
ND-063,"Nelson County",37.0,8,-5.8,42.8
ND-065,"Oliver County",38.4,10,-6.6,45
ND-067,"Pembina County",37.8,14,-5.3,43.1
ND-069,"Pierce County",36.8,9,-5.8,42.6
ND-071,"Ramsey County",36.8,8,-5.8,42.6
ND-073,"Ransom County",38.5,5,-7.0,45.5
ND-075,"Renville County",37.2,9,-6.1,43.3
ND-077,"Richland County",39.4,5,-6.7,46.1
ND-079,"Rolette County",35.4,11,-5.7,41.1
ND-081,"Sargent County",38.5,5,-7.4,45.9
ND-083,"Sheridan County",38.0,12,-5.7,43.7
ND-085,"Sioux County",38.3,8,-7.4,45.7
ND-087,"Slope County",38.2,8,-6.7,44.9
ND-089,"Stark County",37.7,9,-6.8,44.5
ND-091,"Steele County",37.7,5,-6.4,44.1
ND-093,"Stutsman County",38.0,6,-6.2,44.2
ND-095,"Towner County",35.8,10,-5.6,41.4
ND-097,"Traill County",38.5,5,-6.6,45.1
ND-099,"Walsh County",37.6,10,-5.7,43.3
ND-101,"Ward County",37.7,9,-6.1,43.8
ND-103,"Wells County",37.6,8,-5.8,43.4
ND-105,"Williams County",37.0,10,-6.2,43.2
OH-001,"Adams County",56.0,85,1.6,54.4
OH-003,"Allen County",53.1,64,0.4,52.7
OH-005,"Ashland County",52.1,71,0.7,51.4
OH-007,"Ashtabula County",52.6,92,1.8,50.8
OH-009,"Athens County",55.3,90,1.5,53.8
OH-011,"Auglaize County",52.7,56,-0.0,52.7
OH-013,"Belmont County",53.9,80,1.2,52.7
OH-015,"Brown County",55.4,81,1.2,54.2
OH-017,"Butler County",54.9,73,0.7,54.2
OH-019,"Carroll County",53.4,92,1.9,51.5
OH-021,"Champaign County",52.6,55,-0.1,52.7
OH-023,"Clark County",53.6,71,0.4,53.2
OH-025,"Clermont County",55.6,75,0.9,54.7
OH-027,"Clinton County",54.9,82,1.5,53.4
OH-029,"Columbiana County",53.0,89,1.7,51.3
OH-031,"Coshocton County",53.7,84,1.5,52.2
OH-033,"Crawford County",52.5,71,0.6,51.9
OH-035,"Cuyahoga County",53.4,71,0.7,52.7
OH-037,"Darke County",52.5,51,-0.3,52.8
OH-039,"Defiance County",51.5,50,-0.6,52.1
OH-041,"Delaware County",53.1,55,-0.0,53.1
OH-043,"Erie County",52.5,40,-1.0,53.5
OH-045,"Fairfield County",54.0,73,0.7,53.3
OH-047,"Fayette County",54.4,77,1.0,53.4
OH-049,"Franklin County",54.0,58,0.1,53.9
OH-051,"Fulton County",51.2,53,-0.4,51.6
OH-053,"Gallia County",56.4,88,1.5,54.9
OH-055,"Geauga County",52.3,88,1.7,50.6
OH-057,"Greene County",54.6,77,1.1,53.5
OH-059,"Guernsey County",54.3,88,1.7,52.6
OH-061,"Hamilton County",55.7,72,0.5,55.2
OH-063,"Hancock County",53.6,79,1.1,52.5
OH-065,"Hardin County",53.4,76,0.9,52.5
OH-067,"Harrison County",53.8,89,1.7,52.1
OH-069,"Henry County",52.3,60,0.1,52.2
OH-071,"Highland County",55.2,85,1.5,53.7
OH-073,"Hocking County",54.3,76,1.0,53.3
OH-075,"Holmes County",53.0,83,1.4,51.6
OH-077,"Huron County",52.0,50,-0.4,52.4
OH-079,"Jackson County",55.4,86,1.4,54
OH-081,"Jefferson County",54.1,89,1.6,52.5
OH-083,"Knox County",52.0,61,0.3,51.7
OH-085,"Lake County",53.7,86,1.5,52.2
OH-087,"Lawrence County",57.0,97,2.0,55
OH-089,"Licking County",53.1,72,0.7,52.4
OH-091,"Logan County",52.4,56,0.0,52.4
OH-093,"Lorain County",52.8,53,-0.2,53
OH-095,"Lucas County",52.7,57,-0.0,52.7
OH-097,"Madison County",53.6,70,0.3,53.3
OH-099,"Mahoning County",52.5,85,1.7,50.8
OH-101,"Marion County",53.2,72,0.6,52.6
OH-103,"Medina County",52.7,68,0.7,52
OH-105,"Meigs County",55.8,86,1.4,54.4
OH-107,"Mercer County",52.1,45,-0.6,52.7
OH-109,"Miami County",53.5,60,0.2,53.3
OH-111,"Monroe County",54.2,75,0.9,53.3
OH-113,"Montgomery County",54.4,72,0.7,53.7
OH-115,"Morgan County",55.0,90,1.6,53.4
OH-117,"Morrow County",52.0,62,0.3,51.7
OH-119,"Muskingum County",54.5,88,1.7,52.8
OH-121,"Noble County",54.7,86,1.5,53.2
OH-123,"Ottawa County",52.5,43,-1.0,53.5
OH-125,"Paulding County",51.6,40,-1.0,52.6
OH-127,"Perry County",54.2,85,1.4,52.8
OH-129,"Pickaway County",54.7,70,0.5,54.2
OH-131,"Pike County",55.6,87,1.5,54.1
OH-133,"Portage County",52.8,90,1.9,50.9
OH-135,"Preble County",53.1,58,0.2,52.9
OH-137,"Putnam County",52.9,62,0.2,52.7
OH-139,"Richland County",51.8,71,0.7,51.1
OH-141,"Ross County",55.1,80,1.1,54
OH-143,"Sandusky County",52.0,39,-1.2,53.2
OH-145,"Scioto County",56.2,88,1.7,54.5
OH-147,"Seneca County",52.2,50,-0.4,52.6
OH-149,"Shelby County",52.7,57,-0.0,52.7
OH-151,"Stark County",53.5,92,2.1,51.4
OH-153,"Summit County",53.6,89,1.7,51.9
OH-155,"Trumbull County",52.5,86,1.8,50.7
OH-157,"Tuscarawas County",53.8,92,1.8,52
OH-159,"Union County",53.0,59,0.0,53
OH-161,"Van Wert County",51.8,42,-0.9,52.7
OH-163,"Vinton County",54.8,83,1.2,53.6
OH-165,"Warren County",55.3,78,1.1,54.2
OH-167,"Washington County",55.7,88,1.5,54.2
OH-169,"Wayne County",52.8,79,1.1,51.7
OH-171,"Williams County",50.4,43,-1.0,51.4
OH-173,"Wood County",52.8,57,0.0,52.8
OH-175,"Wyandot County",53.5,76,0.9,52.6
OK-001,"Adair County",58.4,30,-2.2,60.6
